URL,Question,Answer
https://mapleleafshotstove.com/2024/04/09/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-2/,Keefe on Joseph Woll battling inconsistency since his return from injury:,"I am not certain inconsistency is the right word. He is a young goalie who doesn’t have a lot of experience in the league, and he missed a long period of time coming back from injury. Finding a groove has been difficult. The challenge for him has been taking each day and game as they come. It is a challenge and an opportunity for him tonight to go in, trust his skill, and for the team to do a better job in front of him — certainly, a better job than the last time against these guys."
https://mapleleafshotstove.com/2024/04/09/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-2/,TJ Brodie on the lesson from the recent defeat to New Jersey:,"We have been playing well, especially defensively, with being patient and not forcing things when we are not putting the puck in the net. If it takes a full 60, it takes a full 60."
https://mapleleafshotstove.com/2024/04/09/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-2/,Travis Green on the lessons from the last game against Toronto:,They’re good [laughs]. They make a lot of plays. They move the puck well. They pass it well and skate well. We have to be ready for their speed and skill. They are going to be a determined group. They have a lot to play for right now.
https://mapleleafshotstove.com/2024/04/09/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-2/,Green on the challenge against Auston Matthews:,"He is one of the best players in the world. He has a great release and a great shot with a great nose for the net. It is not just his play with the puck. He has become a really good two-way player as well. When people talk about you in the manner of one of the best players in the world, there is a long list of what you’re good at… He is a big centerman who controls the game in many ways. Usually, guys who score that many goals are pure goal scorers. It is well known that he brings a lot of other things."
https://mapleleafshotstove.com/2024/04/03/toronto-maple-leafs-vs-tampa-bay-lightning-preview-projected-lines-tv-broadcast-info-2/,Jon Cooper on Auston Matthews’ 70-goal chase:,"I have had the privilege of not only being behind the bench back when he was playing in 2016, but I have a 13-year-old son, and he is one of the guys where you go, “That is how you can shoot a puck,” or, “That is how you can shoot it from your ankles.” He is gifted. On top of that, he is a hell of a guy. I like watching that guy play. Hopefully, for 60 minutes tonight, he doesn’t do the things he does most of the time he plays this game. He is a player. Alex Ovechkin, in our generation, has been the guy. When you pair the numbers up of Auston and Ovi, you were thinking Ovi was untouchable, but Auston is pretty much not only touching him but has done better than he has at certain times. We are talking about the elite of the elite and some of the most gifted ever to play the game. He is not a kid anymore. He has done it for quite some time. It is very impressive."
https://mapleleafshotstove.com/2024/04/03/toronto-maple-leafs-vs-tampa-bay-lightning-preview-projected-lines-tv-broadcast-info-2/,Cooper on his team turning it on in the last month as they look to secure a playoff spot:,"It is kind of weird that last year, at Christmas, we knew we were playing the Leafs. This year, at Christmas, we knew we weren’t playing the Leafs. It has been one of those years. I don’t know what our point total was a year ago today, but we are not too far off. But we got to this point in a different way. A playoff spot is a playoff spot. Right now, it is ours to lose. It would be shame on us if we don’t get in. But these guys, in the month of March, have put us in a spot where, on March 1, we were maybe thinking it wasn’t going to be like this. I am proud of the guys for what they have done. Every year is different. We just played that outdoor game two years ago in Nashville. There is a team picture. Out of the 23 guys, there are only eight guys left. It was two years ago. There is a good core here, but there are a lot of new guys. Sometimes it takes a little time for the guys to mesh. What I do know: When it got time to get going, these guys have kicked it in. We still have work left, but I like what they have done in the past month."
https://mapleleafshotstove.com/2024/04/03/toronto-maple-leafs-vs-tampa-bay-lightning-preview-projected-lines-tv-broadcast-info-2/,Sheldon Keefe on the importance of home-ice advantage in the playoffs:,"It is more focusing on your team and getting prepared. You see where chips fall. We were in this situation last season as well. It was pretty similar. I don’t think we saw it as much of anything to look at or aspire to a few weeks ago. It was not even within reach, but things have evened out a little bit. I don’t think it changes our mindset. We have been good in both places. We have had home ice in the past. It is really about who is most prepared to play and who has their game in order when the time comes. Wherever the games are played, we will be ready."
https://mapleleafshotstove.com/2024/04/03/toronto-maple-leafs-vs-tampa-bay-lightning-preview-projected-lines-tv-broadcast-info-2/,Morgan Rielly on his return to the lineup:,"It feels good. You just want to come back and help the team and pick up where you left off. It’s not always easy coming back, but it hasn’t been that long, so I don’t expect any issues."
https://mapleleafshotstove.com/2024/04/03/toronto-maple-leafs-vs-tampa-bay-lightning-preview-projected-lines-tv-broadcast-info-2/,Rielly on the challenge the Lightning present:,"They’re a good team. They’re deep. I mean, we know them well from the last couple seasons, so I think we know what to expect in terms of their speed, their skill, and they’re very competitive. They’ve got a couple guys that are having an outstanding season, so you know we’ll be ready to go tonight."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,Craig Berube on the return of Jake McCabe to the lineup:,"He is a big part of our team back there; he and Tanev are our shutdown pair and penalty-killing (pair), with physical play and defending. A big part of our team, and it is great to have him back. They think alike and are on the same page. They are similar players in how they play the game and how they think the game."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,Berube on the keys to spending less time in the defensive zone:,"Killing plays quicker and exiting the zone quicker. When we kill plays and get the puck, where are our outs? Let’s get going. Let’s transition from defense to offense. We have to be better at that."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,Berube on the decision to stick with Anthony Stolarz in net tonight:,"There is the back-to-back (this weekend), too, but Stoly played one hell of a game (in New Jersey). We all know that. That was the call to go back with him."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,John Tavares on the return of McCabe to the lineup:,"He is a heart-and-soul type of player. He has a really good skill set with the plays he can make breaking out of our end and whatnot, but the commitment he makes physically every night and the emotional investment he has is massive on the ice and in the locker room. He plays a lot against the other team’s top players and loves that challenge of being difficult to play against and trying to keep them off the scoresheet. He brings a lot for us."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,Tavares on the areas for improvement after the OT win in New Jersey:,"Most parts of our game. We weren’t very good. We want to respond with a much better effort and be a lot more like ourselves with the type of pace we can play with coming out our own end and how difficult we can be on the forecheck, sustaining the forecheck, and wearing teams down."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,Jake McCabe on his health situation over the past week and a half:,"I am feeling a lot better now than I was last week. I didn’t quite feel right or feel comfortable putting myself in a situation to play. The medical staff takes great care of us. I got the go-ahead now, so I am ready to get back at it. Any time you take a puck to the head, you want to be extra careful and make sure you are crossing all of your T’s and dotting all of your I’s. That is what we did."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,McCabe on the success of his partnership with Chris Tanev:,"It is just our mentality. We go over the boards and our job is to keep the puck out of the net, get the puck to our forwards, get the play transitioning, and spend as little time in our defensive zone as possible. [Tanev] does a great job of positioning. He is the most willing player in the league to eat shots from everywhere. We talk well, and I think we have been pretty good with the puck as well. When you are good with the puck, you have to defend less. It has been going well so far. I am excited to get back out there with him tonight."
https://mapleleafshotstove.com/2024/12/12/toronto-maple-leafs-vs-anaheim-ducks-game-29-preview-projected-lines-tv-info/,McCabe on new Duck Jacob Trouba’s game:,"I’ve known Troubs for 15 or 16 years. We go back to the U18 World Championships team together. He came up and played with our team as a ’94. Even back then, he played a similar game to what he does now. He plays hard. He can throw the body around. He shoots the puck hard. He’s a leader. It’s a new start for him in Anaheim."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,"Coming off of a terribly flat 3-0 loss to the Senators in mid-November, the Auston Matthews-LeafsMaple Leafsfell 3-1 down to the Capitals in the second half of the back-to-back in Washington, only to storm back with two goals in the final five minutes followed by an OT winner by John Tavares. They fired 17 shots on goal in the third period, and Washington head coach Spencer Carbery was disgusted by his team’s effort with the lead:","Carbery: “The second half of the game was not good enough. Embarrassing, for that matter. Just embarrassing, flat out… Playing a team on a back-to-back, in a third period with the way it looked with a two-goal lead… Embarrassing on home ice.”"
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,Spencer Carbery on the matchup between two of the top teams in the East:,"It should be a great hockey game. We know how well Toronto has played of late. It is a good chance for us to get our game back in order after the San Jose game, playing against a real good team in their building. A lot of guys have ties to the area. It is a good opportunity for our group."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,Carbery on whether the loss to Toronto in mid-November serves as extra motivation for the Capitals tonight:,"We talked a little bit about it this morning, but it is more from a standpoint of what we failed to do in the third period and how we got away from our game, which ended up costing us the hockey game. It was more from an Xs and Os tactical standpoint of what we got away from, and for that matter, what this team does really well to give you issues, as they did at the end of that game. Hopefully, we will be able to handle that a little bit better tonight and learn from the experience against them in our building."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,Carbery on Mitch Marner and Auston Matthews re-uniting for tonight’s game:,"When I watch, whether it is JT with Mitch, JT with Willy… To me, that is all just the ebbs and flows of a season. In my time here, it happened. Guys get moved around. It gets stale. You move it, and then it goes back. They are just very, very elite players. When Mitch and Auston are playing together or Johnny and Willy, there is chemistry because they have played together for a long time. They can make a ton of plays in the offensive zone and off the rush. You have to be ready. In my time here, I always appreciated that [Sheldon Keefe] would do a pretty good job of getting Willy, Auston, and Mitch on the ice at the same time three or four times a game. That wasn’t any genius plan that Keefer had. You have three really good players, so get them out on the ice. You can look like a really good coach doing that. We also have to know that in the third period (last game), they had a huge period together, so that chemistry is going to be back, and they are feeling really good about themselves going into tonight."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,Carbery on zero Capitals players making the 4 Nations tournament rosters:,"Disappointing to see that. I thought we had several players who had strong arguments and cases to be a part of the tournament and represent their countries. I understand my opinion is a little bit biased, but it is one thing if you are advocating for your players and sitting at .500. We are sitting at the top of the Eastern Conference standings right now, and to not have one guy there is a little odd to me, especially with some of the seasons guys are having. They scout it so heavily, and they look into the numbers. Why have the Capitals had so much success this season? There are a lot of players we have who have strong cases. I also have to take it with a grain of salt. The people who are making these decisions aren’t working with these players every day. I have worked with these players every single day for the last two years and watched them lay it on the line with how intelligent they are and how they play in tight games. When you tell me it’s a best-on-best tournament, I am going with Tom Wilson all day long. I have seen it. I have seen what he can do in a 1-1 game when our season is on the line. It is a little bit unfair and biased for me, but I felt like guys had real good starts to the year and deserved an opportunity. But I also understand they are difficult decisions when you get to the bubble of those teams."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,"Carbery on whether the 4 Nations snubs add motivation for the players, especially as the team plays in the spotlight in Toronto tonight:","Maybe, but I feel like our group has been pretty fueled from the offseason and summer. There were not a lot of people in the hockey world who picked the Washington Capitals to be sitting where they are. If you look at it individually, John Carlson is still playing at an elite level. You can make strong arguments that he is playing as good as he has in the last 10 years when you look under the hood and at the numbers. There is the season Dylan Strome is having, and [Wilson] and Logan Thompson. Rasmus Sandin has taken a huge step this year. I feel like our group is very self-motivated. They want to be the best and they want to win. Playing in Toronto is the biggest hockey market in the world, and we have a lot of guys from that area. Playing in front of friends and family is always a little added (juice). But I just feel like they are already highly, highly motivated."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,Craig Berube on the challenge presented by the Capitals:,"They are a very good team. They score a lot. They’re a good rush team. They are a big, heavy team, in my opinion. They are going to forecheck hard, and they are good on the rush. We had our hands full [in Washington] for that game. I don’t expect anything different. I know Ovechkin played that game, but they are still playing really good hockey without him."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,Berube on the decision to start Matthews-Marner together tonight:,"With the way it ended up last game, I think we start that way tonight. Sometimes, you change things up in games and it works, so you stick with it and see how it goes."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,John Tavares on not making the Team Canada 4 Nations roster:,"It is disappointing. I would have loved to have been a part of it. Playing in best-on-best tournaments internationally and playing for the Stanley Cup are the pinnacles of our sport. Having the opportunity to compete in those events is really special and unique. Obviously, I am disappointed, but I just get back focused on what we are doing day-to-day here with the club. I have to do my best to continue to play well. It is a long grind of a season, and I’ll continue to focus on that. The news has come out, and things are official. We just move on from there."
https://mapleleafshotstove.com/2024/12/06/toronto-maple-leafs-vs-washington-capitals-game-26-preview-projected-lines-tv-info/,Tavares on whether the 4 Nations snub serves as extra motivation:,"Naturally, you are disappointed and motivated to play well. I am always that way, but in general, you just want to continue to push to be part of events and opportunities like that to play for Team Canada. There are the Olympics next year and whatever happens after that. It is not what you really focus on, but if you play at a high level and show that you can be part of a winning group, you put yourself in that mix. Hopefully, those opportunities will still be there down the road. Motivation-wise, it is always the same. I need to prove myself every day and work to be at my best to help the Leafs here and do everything we can to win."
https://mapleleafshotstove.com/2024/10/16/toronto-maple-leafs-vs-los-angeles-kings-game-4-projected-lines-tv-info/,"The response to such a circus game—especially from a team with a strong defensive reputation like the Kings—is often a recommitment to discipline and defensive details. Add in the large contingent of Ontario-born players in the lineup for the visitors (five, even without Drew Doughty in the lineup), and theLeafswill need to be prepared for a motivated LA team tonight. Kings head coach Jim Hiller went ahead and provided some bulletin board material before the game:","“Of course, we are missing Drew. Drew loved to play in Toronto. He would bring everybody in from London. He is encouraging the guys and letting them know that you don’t lose when you come into Toronto.”"
https://mapleleafshotstove.com/2024/10/16/toronto-maple-leafs-vs-los-angeles-kings-game-4-projected-lines-tv-info/,Craig Berube on the challenge presented by the Kings:,"They are heavy. Big team. Strong down low in the offensive zone. They play a different syle than they have in the past. They are a lot more on the go now. They have some very good players over there, led by the leader, Kopitar. Fiala is dangerous. They are good on the power play; they scored three the other night against Ottawa. We have to be disciplined. Big, heavy team. Any time you play the Kings — and this has been the case for years now — it is going to be a battle. We have to win the battles. We have to be strong at our net front. Puck battles are important tonight."
https://mapleleafshotstove.com/2024/10/16/toronto-maple-leafs-vs-los-angeles-kings-game-4-projected-lines-tv-info/,Berube on Max Domi’s ability at the center position:,"He was moving really well. He moves a lot better in the middle, I would say, in terms of moving his feet. He is a very good playmaker, so when he gets open ice and has some speed, he can really skate. He is dangerous. He can make plays. In saying, he should shoot more. He had a couple of opportunities, and he passed up on some shots. We are trying to get him to shot a little bit more on his opportunities."
https://mapleleafshotstove.com/2024/10/16/toronto-maple-leafs-vs-los-angeles-kings-game-4-projected-lines-tv-info/,Max Domi on his versatility to shift around from wing to center:,"Whatever position any of us are asked to play, you step in and do it to the best of your ability. That has been the story. I don’t mind whether it is left wing, center, or right wing. I am equally as comfortable with all three of them."
https://mapleleafshotstove.com/2024/10/16/toronto-maple-leafs-vs-los-angeles-kings-game-4-projected-lines-tv-info/,Domi on Nick Robertson’s start to the season:,"We played together a lot last year. He has been around for a while. For the amount of talent he has, he is a guy you could see scoring 30 goals every year. You watch him in practice, and other than maybe Auston and Willy, he is right behind them in terms of, “He doesn’t miss.” Those guys don’t miss, either, but Nick is right behind them. He is doing a lot of the other things that come with being an NHL player consistently, night in and night out. He is backchecking like crazy. He works super hard, which he always has. His defensive stuff is coming along, too. He looks great. I’ve always loved playing with Nick. He has a lot of confidence right now. It is great to see."
https://mapleleafshotstove.com/2024/10/16/toronto-maple-leafs-vs-los-angeles-kings-game-4-projected-lines-tv-info/,Berube on the expectation for Timothy Liljegren in his season debut:,"He has ability with his skating and when moving the puck. He should be a good puck mover. It is just about him managing his game, managing his puck movement, and making good decisions with it — not risky ones. Just simplify. And then you have to win your battles, right? As a defenseman, it is important that you are defending well, are strong at your net front, and are winning those board and corner battles. He has to do that."
https://mapleleafshotstove.com/2024/10/16/toronto-maple-leafs-vs-los-angeles-kings-game-4-projected-lines-tv-info/,Berube on what he’s learned about Anthony Stolarz’s game:,"I have known him for a while. I had him in Philly. This year, he is calm and cool in net. He is making the saves he is supposed to. He looks comfortable in net and is tracking pucks well. We are doing a good job in front of him, too, and we need to. It is kind of a combination. It works both ways with a goalie and how you are defending in front of him."
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Sabres head coach Don Granato on whether his team gets up for these games vs. the Leafs more than most:,"I would say that if there is an X factor. This an exciting building to come to. You know it is a challenging building. It is one heck of a hockey team over there that you have to be ready for. I do feel that is a bit of the juice. The players know in the preparation phase that they have to bring it. Sometimes it provides enough of a nudge to perform at a higher level or a more effective and efficient level. I think you always know you have to play as a group of five. You have some serious, high-end skill over there that is dangerous. Respecting that forces the need to play well as a group of five for your goaltender. When we have had success, it has been driven by that: playing as a group of five against their talent."
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Granato on whether he saw a 70-goal level of upside in Auston Matthews back with the U.S. National Development Team program:,"You absolutely saw the potential. He has had the drive and the appetite, but you saw this at the age of 15. On day one, you get all of the kids into the program. They are the best kids from across the country. When you get them head-to-head, you see who rises. He rose immediately in the first days and weeks to separate himself at that point. You knew he was a special player. Obviously, the biggest attribute is his ability to score goals. It was evident then. I am not very surprised at what he is able to do. He was very impressive at that age."
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Granato on Matthews’ ability to add more and more layers to his goal-coring repertoire:,"Great goal scorers have an immense appetite to score. They don’t need to go through three guys to do it. They are willing to shoot through three guys to do it. They are always hungry for the next goal and the next way to score a goal. That is Auston, that is Ovechkin, and that is all of these guys who are great goal-scorers. They are constantly looking for different ways to add goals to their resume. Whether it is from their goal line, behind the net, or anywhere, they just have an appetite to score and score now. They don’t really care to go through another layer of defense. They see how they can score in any situation. Most players, if it is not them vs. the goalie, they don’t think about scoring. They think they have to work their way through the next layer of defense before they can think about scoring. The goal scorers get the puck on their stick and believe they can score from anywhere and in any situation, and they are intuitive enough to figure out how to make it happen."
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Sheldon Keefe on David Kampf’s status for tonight:,He’s going be a game time decision. He’s feeling better today. It looks like we’re going through it again here with some of these illnesses. We’ve got some others who will be game time decisions tonight.
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Keefe on the motivation of the group coming off the 9-3 loss against the Sabres:,"It less about the motivating or whatever. I don’t think you are focused on that. We are in a much better place as a team than when we were then. But it gets your attention. That is what it is about. We have given up 15 goals against this team in two games. It is one of the most skilled teams in this league. If you don’t defend and don’t take care of the puck — and you make it easy on them — they make you look bad. It is not just us. It is teams across the league. When they are at their best and the game goes their way, that is what they do. We have to respect it with how we play. We have to adapt and be aware of the style of game. It is a different type of game than when you play against them with the skill they have. The game tends to be wide open. We have to manage that."
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Keefe on Buffalo bringing their best against the Leafs:,"I don’t think it is any surprise for anyone who is here that we get teams’ best when they come to Toronto when it is a rival like that. When we go in there, we fill their building with our fans. There are lots of reasons for them to be at their best. There are lots of reasons for us to be at our best as well."
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Keefe on the encouraging aspects of Ilya Samsonov’s recent play:,"Just the confidence and swagger that he’s got. That is a big part of his game. He has been building on that even though he has been through some tough times here. He has found his way through it. He has done the work. He is just feeling good in that sense. As I was talking about, we are in a different place now than when we played these guys last. I would say the same about Sammy. It has been good to see that growth through the season. We get a chance to put it on display tonight."
https://mapleleafshotstove.com/2024/03/06/toronto-maple-leafs-vs-buffalo-sabres-preview-projected-lines-tv-broadcast-info-2/,Simon Benoit on the lessons from the game against Boston:,"It’s just a question of staying in the present moment. Bad games happen, but you just don’t want them to slide to three or four games in a row. Just learn from your mistakes and keep moving on and focusing on today’s game. There’s nothing we can do about the past… Today’s a big game, we want to come out hard and get those two points."
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Morgan Rielly on the challenge he expects from the Sabres tonight:,"When a team is desperate, they are dangerous. They are trying to find their game and get going. It is on us to be prepared for a team that is going to come hard. We expect them to play extremely hard, be extremely structured, and be very competitive. We’ll be ready to go."
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Mitch Marner on the split-crowd atmosphere inside the KeyBank Center:,"It’s a really cool moment. It really is. I also think we get more fans especially when the Bills are playing at home on Sunday. A lot of Toronto people and Ontario people are fans of the Bills as well, so they come for the 2-for-1. It is always fun to play in this building in front of both fan bases that get really loud at each other."
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Craig Berube on the need not to underestimate the Sabres:,"It is going to be a hard game. You can look at the (6-1) Montreal score all you want, and Montreal scored some power play goals on them, but they played extremely hard against Montreal. They were pretty good in that game, to be honest with you. They have Dahlin back tonight. He is a handful. It will be a good atmosphere. It will be a good game and a very competitive game. Our guys have to be ready to go from the drop of the puck. We have to be competitive right away, and we have to play north hockey right away. This is a very good team talent-wise. If you turn pucks over and you are not checking properly, they can do some damage."
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Berube on Matt Murray fighting his way back from a major surgery to return to the NHL:,"He is a dedicated guy. He has won two Cups and done it all, but he still has a lot left in the tank. He wants to continue playing. It takes a lot of hard work. It takes a lot of hard work, and he has already accomplished the ultimate goal a couple of times, but he has a lot of fire inside and wants to get back to the form he had once."
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Lindy Ruff on the charged atmosphere full ofLeafsfans in Buffalo:,"If we play well, we can take the fans out of the game."
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Ruff on meeting with the leaders on the team as the losing slide hits 11 games:,"We met again today, and I said, “It’s you guys — this group of five or six — who I have been around more than the Kulichs and the Bensons and those types of guys. It’s you guys that I’m handing the puck off to. You’re the guys that have to be the difference makers.”"
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Ruff on the return of Rasmus Dahlin to the Sabres’ lineup:,"I think any time you get a player of his caliber back, it’ll be a big boost to the team. First, there is getting pucks out of your end and the speed going back for pucks, and then he’s a difference-maker with big plays."
https://mapleleafshotstove.com/2024/12/20/toronto-maple-leafs-vs-buffalo-sabres-game-33-preview-projected-lines-tv-info/,Rasmus Dahlin on the team’s mindset after 11 straight losses:,"Honestly, I think the best thing is to put it behind us. Everyone has got to put it behind them. You can’t control what’s been done. All we have to do now is move forward. We have to start on a new page and build. We are a good team. This is not who we are. I’m excited for the challenge. Hopefully, we can do something really, really good and start the new page. Anything can happen."
https://mapleleafshotstove.com/2024/11/03/toronto-maple-leafs-vs-minnesota-wild-game-13-preview-projected-lines-tv-info/,Wild head coach John Hynes on the challenge presented by theLeafs:,"They are getting their game (together), but they are a dangerous team. With Craig (Berube) there, there is a little more forechecking and pucks in (deep) than in the past, but they create off of that. They are hard-working. They have talent. You have to be ready. You see them play that game against Winnipeg, and then you say, “That is the team we have to be prepared for.” They are a dangerous team and a good team. They are one of the top teams in the league for a reason. You have to be on top of your game."
https://mapleleafshotstove.com/2024/11/03/toronto-maple-leafs-vs-minnesota-wild-game-13-preview-projected-lines-tv-info/,Craig Berube on the challenge presented by the 7-1-2 Wild:,"They are not giving up a whole lot up, to be honest with you. Good defense. That top line is dangerous. Kirill is a heck of a player. Zuccarello is a great passer. They have some mobile D; their D skate well. It will be a challenge."
https://mapleleafshotstove.com/2024/11/03/toronto-maple-leafs-vs-minnesota-wild-game-13-preview-projected-lines-tv-info/,Berube on the areas for improvement after last night’s 4-2 loss in St. Louis:,"A better second period. We had a good first period and did everything that we wanted to do in the game. I thought we were in real good control even at the start of the second, but we extended our shifts in the second and got caught out there. They got the momentum with a couple of goals. Our game was good in the first period. It was nothing fancy — putting pucks to good areas and creating shot volume. We could’ve had three goals in the first period, but it didn’t happen, and that is the way the game goes. There is no reason to get off page in the second period. That is something we have to keep banging away it. We have done it a few times this year. We have to keep looking at it."
https://mapleleafshotstove.com/2024/11/03/toronto-maple-leafs-vs-minnesota-wild-game-13-preview-projected-lines-tv-info/,Berube on managing minutes in a back-to-back situation:,"I try to [manage the minutes] in the first game. The minutes were pretty good, but when you get to the end, you are trying to win it. You get your top guys out there more than you probably want to. We will see how the game goes, but we need everybody to contribute and play some minutes tonight."
https://mapleleafshotstove.com/2024/11/03/toronto-maple-leafs-vs-minnesota-wild-game-13-preview-projected-lines-tv-info/,Matthew Knies on the challenge presented by the Wild:,"They have been rolling. Their top lines have been scoring a lot. Dangerous power play. We are going to try to limit their chances and stay out of the box. We have taken a lot of penalties, and it has taken us out of games and run us down. The better we can do with that, we can keep those guys off the scoresheet and give ourselves a chance to win."
https://mapleleafshotstove.com/2024/11/03/toronto-maple-leafs-vs-minnesota-wild-game-13-preview-projected-lines-tv-info/,Knies on returning to the state where he played college hockey for an NHL game vs. the Wild:,It is awesome. It is a lot of fun. A lot of good memories here. I am excited to be back and to get my first chance to play at the Xcel Energy Center.
https://mapleleafshotstove.com/2024/04/11/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-3/,Joel Edmundson on his impressions of his new team after watching from the press box:,"Everyone talks about how offensive this team is, but defensively, even the young forwards who are inexperienced are coming back into the zone and playing solid defense. The top guys are heavy on their sticks. It is a hard team to play against in the defensive zone. That has been fun to watch."
https://mapleleafshotstove.com/2024/04/11/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-3/,Edmundson on witnessing Auston Matthews’ 70-goal chase:,"I am just happy to be on this side now. Over the years, you see him taking those steps every year. Every year, he is harder to beat in the battles in the corners. He is heavy on his stick. Everyone knows his offensive ability, but he is a full 200-foot player. It is cool to watch."
https://mapleleafshotstove.com/2024/04/11/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-3/,Edmundson on missing time through injury so soon after joining the team:,"It was definitely frustrating, but we have so many solid defensemen who can jump in. They’ve been playing solid. It makes it a little easier, but it is never fun watching hockey. If it was playoffs, I would’ve played right through it. It wasn’t that big of an injury. We just wanted to make sure I was 100% before getting back. I am feeling 100% now. I’ve been able to skate for the last couple of weeks. I am feeling good."
https://mapleleafshotstove.com/2024/04/11/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-3/,Edmundson on getting to know the defense group in Toronto:,I played with Morgan back in junior. We are all very close. A lot of the guys are chatter boxes who like to talk and have fun. I feel like I have been sitting beside someone new every day in the locker room. I am just trying to pick their brains.
https://mapleleafshotstove.com/2024/04/11/toronto-maple-leafs-vs-new-jersey-devils-preview-projected-lines-tv-broadcast-info-3/,Matthew Knies on the success of the fourth line (Knies – Kampf – Gregor) in New Jersey on Tuesday:,"Just playing simple, playing hard, and playing physical. The line did a great job of playing below the goal line and getting opportunities by the net."
